anno_names	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
K00197  cdhE, acsC; acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit gamma [EC:2.1.1.245]	737.065354485908	-6.6146623155657	0.536350654496016	-12.3327197610697	6.03739483502607e-35	2.7764913423667e-32
K07444  ypsC; putative N6-adenine-specific DNA methylase [EC:2.1.1.-]	472.128304214973	-3.47997251609741	0.282924216334024	-12.3000164538369	9.05556907862961e-35	3.93313550315146e-32
K01312  PRSS1_2_3; trypsin [EC:3.4.21.4]	272.186064356105	-7.64379951175544	0.622045953889482	-12.2881588795182	1.0486724551102e-34	4.31501118634294e-32
K20344  blpA, lagD; ATP-binding cassette, subfamily C, bacteriocin exporter	351.008689719571	-4.99910227988593	0.40952485398036	-12.2070790851822	2.84935904501888e-34	1.11381445069788e-31
K07137  K07137; uncharacterized protein	693.430983399136	-5.09295239034986	0.421651855370945	-12.0785722284309	1.37079308062658e-33	5.1032668115898e-31
K18332  hndD; NADP-reducing hydrogenase subunit HndD [EC:1.12.1.3]	1295.08324900946	-12.291811092139	1.02118014724774	-12.03686844605	2.27425987533019e-33	8.08189259333245e-31
K17830  GGR; digeranylgeranylglycerophospholipid reductase [EC:1.3.1.101 1.3.7.11]	389.055056591355	-7.30491938897382	0.613426763838031	-11.9083806243945	1.07035798035559e-32	3.63828638713914e-30
K03389  hdrB2; heterodisulfide reductase subunit B2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]	1228.11133240686	-4.55117976700899	0.383805785818195	-11.8580280318256	1.95525887780663e-32	6.36925579445511e-30
K06917  selU, mnmH; tRNA 2-selenouridine synthase [EC:2.9.1.3]	207.288793132776	-6.68264686826914	0.565450063132872	-11.8182794626355	3.14050511733794e-32	9.82098760293919e-30
K05716  CPGS; cyclic 2,3-diphosphoglycerate synthase [EC:6.5.1.9]	170.295071941394	-6.900935039919	0.587767706074962	-11.7409224232522	7.86241922640181e-32	2.36416898123113e-29
K10780  fabL; enoyl-[acyl-carrier protein] reductase III [EC:1.3.1.104]	110.755648844448	-5.6715068315388	0.48931996000722	-11.5905895836645	4.59955492234081e-31	1.33182668084668e-28
K02319  pol; DNA polymerase, archaea type [EC:2.7.7.7]	460.944299640546	-6.04171974644451	0.527251534143677	-11.4588945791443	2.12205879873593e-30	5.92509131732768e-28
K13012  wbqP; O-antigen biosynthesis protein WbqP	462.819133187109	-3.46367232154871	0.303889316434666	-11.3978087883632	4.28775329232228e-30	1.15591914618537e-27
K20810  mqnX; aminodeoxyfutalosine deaminase [EC:3.5.4.40]	505.060537583902	-2.67121289040236	0.234425461707349	-11.3947216780447	4.4424733586817e-30	1.15770855727245e-27
K20345  blpB; membrane fusion protein, peptide pheromone/bacteriocin exporter	232.467834665557	-6.15025613909323	0.544291964957819	-11.2995534291414	1.31886951608274e-29	3.3261038312048e-27
K11707  troA, mntA, znuA; manganese/zinc/iron transport system substrate-binding protein	157.815180086991	-3.65468483846204	0.335153133178378	-10.9045223710229	1.09667684307272e-27	2.67931861223203e-25
K00194  cdhD, acsD; acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit delta [EC:2.1.1.245]	208.155824387476	-6.18064644683026	0.572070180675363	-10.8040003755022	3.29526556710256e-27	7.80678369806298e-25
K00293  LYS9; saccharopine dehydrogenase (NADP+, L-glutamate forming) [EC:1.5.1.10]	251.525323565127	-7.00506772554749	0.649467726336751	-10.7858596224	4.01472050776639e-27	9.231495567564e-25
K07138  K07138; uncharacterized protein	528.05352567068	-6.77594706226411	0.628553880539487	-10.7802167356732	4.26878767602845e-27	9.53525201462584e-25
K10725  cdc6A; archaeal cell division control protein 6	455.529594501681	-6.61426261232957	0.616079682240855	-10.7360505515644	6.89304480113445e-27	1.49693956264636e-24
K00223  ERG4; Delta24(24(1))-sterol reductase [EC:1.3.1.71]	146.287291352491	-5.69080233152202	0.531936480239844	-10.6982742167939	1.03691391021194e-26	2.19097106757756e-24
K07652  vicK; two-component system, OmpR family, sensor histidine kinase VicK [EC:2.7.13.3]	107.950585796565	-5.67162899178525	0.532487538992473	-10.6511957115778	1.7213959135583e-26	3.54154559268389e-24
K18427  hpdB; 4-hydroxyphenylacetate decarboxylase large subunit [EC:4.1.1.83]	442.922067549761	-10.1682155805883	0.964926499202271	-10.5378135940868	5.78276685646343e-26	1.15922234061105e-23
K19223  lytF, cwlE; peptidoglycan DL-endopeptidase LytF [EC:3.4.-.-]	142.32337765121	-5.42369442841328	0.515147666426704	-10.528426666541	6.38934458995062e-26	1.24879740010585e-23
K14475  ICP; inhibitor of cysteine peptidase	390.807658509037	-3.11412171954943	0.296931870098975	-10.4876641180734	9.84317485108783e-26	1.87692538989767e-23
K14127  mvhD, vhuD, vhcD; F420-non-reducing hydrogenase iron-sulfur subunit [EC:1.12.99.- 1.8.98.5 1.8.98.6]	304.799404011157	-6.07290749308555	0.584141919608398	-10.3962877671179	2.57780993415114e-25	4.79840906314134e-23
K20977  hsbR; two-component system, HptB-dependent secretion and biofilm response regulator	305.464049231407	3.34774353810087	0.322424929226552	10.3830170518502	2.96261687499987e-25	5.38645086715093e-23
K19810  epmB; L-lysine 2,3-aminomutase [EC:5.4.3.-]	242.704538282981	-8.77036796036598	0.848885883896291	-10.3316218666648	5.06960573867975e-25	9.00776765113597e-23
K08176  PHO84; MFS transporter, PHS family, inorganic phosphate transporter	428.849860661166	5.78650674044681	0.561205448290569	10.3108527511137	6.29403382411321e-25	1.09348347637593e-22
K01400  nprE; bacillolysin [EC:3.4.24.28]	284.426873047986	-6.43063125336824	0.630344181347782	-10.2017777646785	1.94675973719782e-24	3.30864513595926e-22
K06902  UMF1; MFS transporter, UMF1 family	265.516257428052	-3.0286494357187	0.297022017423114	-10.196716936995	2.05088218642528e-24	3.41144615605805e-22
K08368  yaaU; MFS transporter, putative metabolite transport protein	481.790375799339	4.03505296824174	0.396232241863113	10.1835553544775	2.34821671675888e-24	3.82465797742103e-22
K06155  gntT; Gnt-I system high-affinity gluconate transporter	213.918272539322	-8.79996906356184	0.865721251205568	-10.1648989802518	2.84416704531627e-24	4.53789754291481e-22
K10909  luxQ; two-component system, autoinducer 2 sensor kinase/phosphatase LuxQ [EC:2.7.13.3 3.1.3.-]	94.9235327190986	-6.5096223586312	0.642635750897499	-10.1295677209678	4.08451126591034e-24	6.38654181537741e-22
K01473  hyuA; N-methylhydantoinase A [EC:3.5.2.14]	1595.95482454674	2.89138330327856	0.286730913039873	10.0839608559279	6.5049805055756e-24	9.97175246913531e-22
K01771  plc; 1-phosphatidylinositol phosphodiesterase [EC:4.6.1.13]	66.2706213915541	-5.27983892639582	0.5319607893062	-9.92524079318319	3.23321390581747e-23	4.86101275301557e-21
K10711  frlR; GntR family transcriptional regulator, frlABCD operon transcriptional regulator	125.014352437992	-7.47639822014658	0.758041728632577	-9.86277923463814	6.0355210250288e-23	8.90296290069342e-21
K07291  dipps; CDP-L-myo-inositol myo-inositolphosphotransferase [EC:2.7.8.34]	112.695821645874	-7.15194631970615	0.727702171031383	-9.82812282883475	8.51918802258358e-23	1.23338911038071e-20
K02651  flp, pilA; pilus assembly protein Flp/PilA	819.637780905645	1.80667562550241	0.184405544454673	9.79729557939887	1.15640290044186e-22	1.6437741592099e-20
K09650  PARL, PSARL, PCP1; rhomboid-like protein [EC:3.4.21.105]	117.330571550601	-5.48848272831166	0.561915926589008	-9.76744468096559	1.55320043672719e-22	2.1683787525595e-20
K17744  GalDH; L-galactose dehydrogenase [EC:1.1.1.316]	89.4414826513457	4.87337404886129	0.504472466418127	9.66033703179758	4.44399498136553e-22	6.09528995865188e-20
K11358  yhdR; aspartate aminotransferase [EC:2.6.1.1]	265.185358245141	-5.34011906514354	0.552984427542742	-9.65690677560858	4.5952961507533e-22	6.19414229423954e-20
K00451  HGD, hmgA; homogentisate 1,2-dioxygenase [EC:1.13.11.5]	534.743298210183	2.50862577428801	0.259833516694764	9.65474279915545	4.69335521633642e-22	6.21909340361325e-20
K18847  E2.2.1.8; fluorothreonine transaldolase [EC:2.2.1.8]	259.865468351887	-9.48800739517325	0.985346309053578	-9.62910938823778	6.02493912881499e-22	7.85049568484594e-20
K03473  pdxB; erythronate-4-phosphate dehydrogenase [EC:1.1.1.290]	295.017922229469	-11.8312844689826	1.22969459120804	-9.62131943457582	6.49920642646671e-22	8.32963866264209e-20
K15854  luxB; alkanal monooxygenase beta chain [EC:1.14.14.3]	82.8855839918958	6.09821783675282	0.634058093114948	9.61775885044541	6.72810683261097e-22	8.48392568021816e-20
K13378  nuoCD; NADH-quinone oxidoreductase subunit C/D [EC:7.1.1.2]	1005.68675969238	-3.65666517274849	0.382538683777604	-9.55894221373532	1.18966376333957e-21	1.47631607964901e-19
K21636  nrdD; ribonucleoside-triphosphate reductase (formate) [EC:1.1.98.6]	921.548913276632	-4.65365662192802	0.489089546870212	-9.51493780987091	1.81821616016856e-21	2.2210646781559e-19
K07092  K07092; uncharacterized protein	75.2250874424517	-3.81010105754232	0.401472407358757	-9.490318606473	2.30329190959834e-21	2.77032863834459e-19
K13016  wbpB; UDP-N-acetyl-2-amino-2-deoxyglucuronate dehydrogenase [EC:1.1.1.335]	112.678721052183	-7.81581443371649	0.823874820537384	-9.48665287357431	2.38571724983127e-21	2.82599052411831e-19
K07139  K07139; uncharacterized protein	242.55475367033	-11.5484615147552	1.22416607486179	-9.43373758830798	3.95730675726e-21	4.55702529109194e-19
K17992  hndB; NADP-reducing hydrogenase subunit HndB [EC:1.12.1.3]	219.477460096015	-11.4017889049462	1.20863990427017	-9.43356980409408	3.9636444077034e-21	4.55702529109194e-19
K00869  MVK, mvaK1; mevalonate kinase [EC:2.7.1.36]	251.89937495273	-4.97090115970797	0.528110677227715	-9.4126124959306	4.83955650126587e-21	5.44819386111636e-19
K02006  cbiO; cobalt/nickel transport system ATP-binding protein	696.834164747489	-3.5764665347514	0.379999037858205	-9.41177786899014	4.87814748373171e-21	5.44819386111636e-19
K18122  cat2, abfT; 4-hydroxybutyrate CoA-transferase [EC:2.8.3.-]	249.840255453667	-4.19901274508327	0.446556787307789	-9.40308794856386	5.29847647331598e-21	5.83429423498371e-19
K12585  DIS3, RRP44; exosome complex exonuclease DIS3/RRP44 [EC:3.1.13.-]	514.063002915766	-7.07126819687885	0.752706822875245	-9.39445210535956	5.75163831240233e-21	6.24532060088353e-19
K07220  K07220; uncharacterized protein	819.166429441541	-2.01370847229086	0.214764301326126	-9.37636497246802	6.82864021371821e-21	7.31319303984233e-19
K08941  pscB; photosystem P840 reaction center iron-sulfur protein	267.756543372923	-11.6898641892558	1.24748792949845	-9.37072328543946	7.20371639879214e-21	7.61062902780499e-19
K09765  queH; epoxyqueuosine reductase [EC:1.17.99.6]	94.1505299704949	-6.43134733858859	0.686605607929315	-9.36687272040267	7.47133988704105e-21	7.78812469825159e-19
K15329  pksE, baeE; trans-AT polyketide synthase, acyltransferase and oxidoreductase domains	94.9782575258233	-6.15292791994723	0.660711272006447	-9.31258203187911	1.24761803121756e-20	1.28340496948143e-18
K01905  acdA; acetate---CoA ligase (ADP-forming) subunit alpha [EC:6.2.1.13]	2084.86515788414	-3.42833381481013	0.369302837847442	-9.28325878780919	1.64372667413484e-20	1.66891625173847e-18
K00141  xylC; benzaldehyde dehydrogenase (NAD) [EC:1.2.1.28]	536.937650958404	2.58762912560965	0.279143510539979	9.26988816829058	1.86341195163315e-20	1.84551642694247e-18
K11744  tqsA; AI-2 transport protein TqsA	87.9000208039033	-4.03143158569501	0.434899308154327	-9.26980455040049	1.8648733400928e-20	1.84551642694247e-18
K08167  smvA, qacA, lfrA; MFS transporter, DHA2 family, multidrug resistance protein	148.82603136078	3.18440879556487	0.343833849454272	9.26147556623383	2.01626260213146e-20	1.97039262793297e-18
K11180  dsrA; dissimilatory sulfite reductase alpha subunit [EC:1.8.99.5]	152.367949562285	-7.98653988372572	0.865727691553605	-9.22523324787423	2.82944413482016e-20	2.73093756123753e-18
K00156  poxB; pyruvate dehydrogenase (quinone) [EC:1.2.5.1]	1564.74096722528	1.83969580337234	0.199500247880496	9.22152139116312	2.92914221227066e-20	2.79268705067463e-18
K06857  tupC, vupC; tungstate transport system ATP-binding protein [EC:7.3.2.6]	258.048912266789	-3.4618252315317	0.375814916225872	-9.21151631312865	3.21550041820325e-20	3.0287689481341e-18
K21585  kat; 3-aminobutanoyl-CoA transaminase [EC:2.6.1.111]	73.70548626546	-6.2572832325756	0.681265756176901	-9.18479048130933	4.12329218739269e-20	3.83760694298048e-18
K10797  enr; 2-enoate reductase [EC:1.3.1.31]	316.204190722488	-2.85326322469427	0.311927426086787	-9.14720215689023	5.84271122286842e-20	5.37391956945709e-18
K21084  yegE; diguanylate cyclase [EC:2.7.7.65]	214.99011598788	-4.45244738443316	0.486857067706702	-9.14528653225889	5.94719941670579e-20	5.4064191906751e-18
K17734  aprX; serine protease AprX [EC:3.4.21.-]	435.241457852193	-2.28019441355426	0.249588276250587	-9.13582339606747	6.49109094303307e-20	5.83302861984282e-18
K16053  ybdG, mscM; miniconductance mechanosensitive channel	197.932052278194	-11.2548501900537	1.23619281968134	-9.10444552893851	8.67081974185799e-20	7.70323508430065e-18
K16871  POP2; 4-aminobutyrate---pyruvate transaminase [EC:2.6.1.96]	112.794170168217	4.36218081284425	0.480684933441083	9.07492727433055	1.13753442187461e-19	9.99240911260195e-18
K11646  K11646; 3-dehydroquinate synthase II [EC:1.4.1.24]	167.788191869803	-5.08744978228473	0.560934660090024	-9.06959427586136	1.19461007419987e-19	1.03771795112162e-17
K14415  RTCB, rtcB; tRNA-splicing ligase RtcB (3'-phosphate/5'-hydroxy nucleic acid ligase) [EC:6.5.1.8]	819.183261225002	-1.95519745679008	0.215904283061789	-9.05585303386744	1.35504450033599e-19	1.16414702237657e-17
K19068  wbjC; UDP-2-acetamido-2,6-beta-L-arabino-hexul-4-ose reductase [EC:1.1.1.367]	237.013026077947	-3.34589719881739	0.370262024851541	-9.03656592965198	1.61670861604822e-19	1.3738508652462e-17
K08354  phsC; thiosulfate reductase cytochrome b subunit	135.13998736783	-5.57092002028001	0.61697281290173	-9.02944166061224	1.72549913615015e-19	1.45053249961526e-17
K00213  DHCR7; 7-dehydrocholesterol reductase [EC:1.3.1.21]	149.736904434449	-5.86093826144585	0.654217864220666	-8.95869492715193	3.2854375548708e-19	2.73250540467871e-17
K07307  dmsB; anaerobic dimethyl sulfoxide reductase subunit B	120.051183263056	-5.36066718905644	0.598772347517429	-8.95276345222406	3.46692232995401e-19	2.82984324844354e-17
K13818  mobAB; molybdopterin-guanine dinucleotide biosynthesis protein [EC:2.7.7.77]	243.732276568891	-2.50744971914401	0.280083402523503	-8.95251091836332	3.47486507867203e-19	2.82984324844354e-17
K03775  slyD; FKBP-type peptidyl-prolyl cis-trans isomerase SlyD [EC:5.2.1.8]	238.187941795035	-3.05844987719334	0.344253518414627	-8.884295188262	6.43272783495578e-19	5.18464600141075e-17
K21469  pbp4b; serine-type D-Ala-D-Ala carboxypeptidase [EC:3.4.16.4]	164.295680741329	-10.9870531102567	1.23913860779945	-8.86668613269039	7.53549300569903e-19	6.01147799168929e-17
K13788  pta; phosphate acetyltransferase [EC:2.3.1.8]	642.893721090795	-2.3410714858677	0.264401374312164	-8.85423342430785	8.42608869598457e-19	6.6540567096169e-17
K07159  K07159; uncharacterized protein	177.51711075735	-11.0952585403995	1.25456003644727	-8.84394386722184	9.23980436044297e-19	7.22367904899431e-17
K17247  msrQ; methionine sulfoxide reductase heme-binding subunit	348.542669658928	2.12738919591451	0.240785172966876	8.83521676065647	9.99043522820371e-19	7.73319035783135e-17
K02371  fabK; enoyl-[acyl-carrier protein] reductase II [EC:1.3.1.9]	559.570616537069	-2.94176468506891	0.333040405058749	-8.83305641112817	1.01853623616632e-18	7.80678068073359e-17
K19820  ndhC; nicotine dehydrogenase subunit C [EC:1.5.99.4]	152.944962456407	5.63871009582367	0.639498472458638	8.81739415912111	1.17154249873626e-18	8.89234879137873e-17
K01114  plc; phospholipase C [EC:3.1.4.3]	3208.06492648021	2.3489977632518	0.267017738255835	8.79715998867904	1.40322182476365e-18	1.05035265871059e-16
K07463  K07463; archaea-specific RecJ-like exonuclease	218.769404892137	-6.60641374405014	0.75111287248762	-8.79550063117714	1.42411590973807e-18	1.05035265871059e-16
K22224  acdB; acetate---CoA ligase (ADP-forming) subunit beta [EC:6.2.1.13]	1904.47799863708	-3.29186862396436	0.374259151011952	-8.79569307808115	1.42167701871346e-18	1.05035265871059e-16
K06981  ipk; isopentenyl phosphate kinase [EC:2.7.4.26]	99.1206882924019	-5.30139524556034	0.603032400513875	-8.79122786941919	1.47934177180792e-18	1.08088728710227e-16
K00757  udp, UPP; uridine phosphorylase [EC:2.4.2.3]	245.950298894109	-2.72393847636432	0.310650745163842	-8.76849168646827	1.81075542692007e-18	1.3107857340427e-16
K19286  nfrA2; FMN reductase [NAD(P)H] [EC:1.5.1.39]	182.919951106204	-3.71328410178022	0.424049811859882	-8.75671677696015	2.01019924342188e-18	1.44181079679562e-16
K13584  ctrA; two-component system, cell cycle response regulator CtrA	216.038467347903	3.3367596941149	0.381362028713784	8.7495855457051	2.14137745916118e-18	1.52193536142928e-16
K01843  kamA; lysine 2,3-aminomutase [EC:5.4.3.2]	1069.66751787565	-2.22024810401594	0.253906621353476	-8.74434897436182	2.2430518469759e-18	1.57983597654573e-16
K01474  hyuB; N-methylhydantoinase B [EC:3.5.2.14]	1235.40899219859	2.72247352452512	0.311510743276851	8.73958148565538	2.33975571442905e-18	1.63323305137557e-16
K06373  spmA; spore maturation protein A	229.07132816993	-7.21775301314119	0.826249552770543	-8.73556056876394	2.4245075418738e-18	1.6774159258734e-16
K00205  fwdF, fmdF; 4Fe-4S ferredoxin	144.188464400466	-8.64076939305996	0.991428258553897	-8.71547620164008	2.89539024292019e-18	1.98562815080263e-16
K04800  rfcL; replication factor C large subunit	164.434275491158	-6.32883049638311	0.728047019368781	-8.6928870361563	3.5334365659551e-18	2.40212235414234e-16
K04516  AROA1, aroA; chorismate mutase [EC:5.4.99.5]	665.969300931217	-3.75826274117342	0.432440948365738	-8.69081143998153	3.59859883070145e-18	2.40460219302769e-16
K07257  spsF; spore coat polysaccharide biosynthesis protein SpsF	178.446698784194	-2.03262883643275	0.233874769032101	-8.6910992786646	3.58949192525822e-18	2.40460219302769e-16
K06944  DRG, RBG; developmentally-regulated GTP-binding protein [EC:3.6.5.-]	215.844709005722	-4.71169067234831	0.543027441740447	-8.67670822904816	4.07388494088208e-18	2.69912139557763e-16
K22447  cct, ths; archaeal chaperonin	601.984253683982	-5.41282080562183	0.624105299755071	-8.67292876337708	4.21145443293789e-18	2.76681939132003e-16
K09116  K09116; damage-control phosphatase, subfamily I [EC:3.1.3.-]	178.344440337757	-10.171194253319	1.17663343270549	-8.64431858776262	5.41273365775419e-18	3.52639597802686e-16
K01646  citD; citrate lyase subunit gamma (acyl carrier protein)	187.880110663721	-10.2268212221458	1.18733461285892	-8.6132595743345	7.10120606417836e-18	4.58820074460714e-16
K16886  qmoB; quinone-modifying oxidoreductase, subunit QmoB	149.475779559795	-7.31072485053686	0.849952877646296	-8.60132960639165	7.87978248968509e-18	5.04951963150476e-16
K22432  carE; caffeyl-CoA reductase-Etf complex subunit CarE [EC:1.3.1.108]	179.668700319821	-6.53890025715855	0.760525550779397	-8.59787057838805	8.12088047815679e-18	5.16171086001868e-16
K07466  RFA1, RPA1, rpa; replication factor A1	336.426173469122	-5.6376519972148	0.656043202885159	-8.59341575740963	8.44213918196082e-18	5.32263259069111e-16
K15850  luxN; two-component system, autoinducer 1 sensor kinase/phosphatase LuxN [EC:2.7.13.3 3.1.3.-]	204.267336105031	-9.66968130740859	1.12641204967992	-8.58449739609616	9.1234415096699e-18	5.70616525780794e-16
K07321  cooC; CO dehydrogenase maturation factor	328.108225342424	-4.07665539625123	0.475967077282433	-8.56499449400402	1.08081009906062e-17	6.7061693289333e-16
K21142  moaX; MoaE-MoaD fusion protein [EC:2.8.1.12]	385.30478742318	1.64879473484736	0.192633674957068	8.55922379726614	1.136299491362e-17	6.99495230194339e-16
K08589  rgpA_B; gingipain R [EC:3.4.22.37]	125.381793107431	-10.5981319727886	1.24121598654767	-8.53850746981296	1.35966605343895e-17	8.30458531702007e-16
K22086  mgdC; methylglutamate dehydrogenase subunit C [EC:1.5.99.5]	352.390515409565	2.93532532964145	0.344145328733412	8.52931911191293	1.47211587539124e-17	8.92170690992923e-16
K09720  nrpRI; HTH-type transcriptional regulator, global nitrogen regulator NrpRI	195.019000956016	-9.60149393945165	1.12822178553842	-8.51028943291459	1.73499715543159e-17	1.04340059701263e-15
K15429  TRM5, TRMT5; tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228]	119.045326903304	-5.1693085074095	0.608321767680364	-8.49765499452859	1.93459091771327e-17	1.1545520453956e-15
K03390  hdrC2; heterodisulfide reductase subunit C2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]	910.734397999495	-4.19088069195955	0.495271874696941	-8.46177807799802	2.63331273217488e-17	1.55963931364721e-15
K11181  dsrB; dissimilatory sulfite reductase beta subunit [EC:1.8.99.5]	129.734713272549	-10.6433497542017	1.25855971248704	-8.45676978899111	2.74885836836884e-17	1.61583268600809e-15
K00125  fdhB; formate dehydrogenase (coenzyme F420) beta subunit [EC:1.17.98.3 1.8.98.6]	156.659199035869	-7.46888406260453	0.884583354142764	-8.44339205302196	3.08259034388585e-17	1.79848442600743e-15
K03269  lpxH; UDP-2,3-diacylglucosamine hydrolase [EC:3.6.1.54]	384.638573034571	-3.05632473008561	0.36215148661296	-8.43935436706347	3.1909530361045e-17	1.84791635824185e-15
K01643  citF; citrate lyase subunit alpha / citrate CoA-transferase [EC:2.8.3.10]	346.086103346415	-6.05042480246974	0.717069110807994	-8.4377150141806	3.2360146525728e-17	1.86023254072163e-15
K19285  nfrA1; FMN reductase (NADPH) [EC:1.5.1.38]	151.477050348645	-9.93758533968675	1.17830012507267	-8.43383203330631	3.345267506794e-17	1.90900009986244e-15
K06177  rluA; tRNA pseudouridine32 synthase / 23S rRNA pseudouridine746 synthase [EC:5.4.99.28 5.4.99.29]	448.078198925568	-2.29482900973004	0.272283421844601	-8.42808935697803	3.51354725524709e-17	1.99050090155955e-15
K18330  hndA; NADP-reducing hydrogenase subunit HndA [EC:1.12.1.3]	122.026508649403	-10.5561252821761	1.25283735130586	-8.42577471941848	3.58371103238321e-17	2.01564409001237e-15
K01705  LYS4; homoaconitate hydratase [EC:4.2.1.36]	527.276038514451	-5.21428691767652	0.619254025697874	-8.42027132855572	3.75613381332407e-17	2.09753243946911e-15
K07217  K07217; Mn-containing catalase	61.0350995136578	6.84245818428683	0.813285693784626	8.41335122033862	3.98459583198461e-17	2.20933122088338e-15
K10896  FANCM; fanconi anemia group M protein	247.24781886591	-6.64021730094189	0.789773782388673	-8.40774592549594	4.17965336033407e-17	2.30116408247125e-15
K12343  SRD5A1; 3-oxo-5-alpha-steroid 4-dehydrogenase 1 [EC:1.3.1.22]	142.138462615943	-8.27737171294052	0.984990574252447	-8.4035034743582	4.33351986391515e-17	2.36919288783837e-15
K02083  allC; allantoate deiminase [EC:3.5.3.9]	492.642176801497	3.12167115081204	0.372238100579194	8.38622146941648	5.02017175359479e-17	2.72553491455584e-15
K04483  radA; DNA repair protein RadA	136.106352701467	-5.4979517459338	0.656066801624133	-8.38017063555614	5.28510263698499e-17	2.84958154592749e-15
K03120  TBP, tbp; transcription initiation factor TFIID TATA-box-binding protein	236.734622021984	-6.27962447717175	0.749941212666524	-8.37348897634741	5.59369199009111e-17	2.99530712181728e-15
K07571  K07571; S1 RNA binding domain protein	139.226283828791	-10.7474901960049	1.28481905187489	-8.36498352069227	6.01233286205358e-17	3.19757947724727e-15
K05772  tupA, vupA; tungstate transport system substrate-binding protein	441.101913481783	-2.67572286920944	0.320100626727155	-8.3590054057912	6.32492130302957e-17	3.34109694237062e-15
K01707  kdgD; 5-dehydro-4-deoxyglucarate dehydratase [EC:4.2.1.41]	86.0644833346472	3.27440069267338	0.391941236518071	8.35431536054362	6.58133039007897e-17	3.45321080467365e-15
K07658  phoB1, phoP; two-component system, OmpR family, alkaline phosphatase synthesis response regulator PhoP	765.337352622646	-2.93199344467122	0.351866146824967	-8.33269546140714	7.9022243541012e-17	4.11863933335755e-15
K07739  ELP3, KAT9; elongator complex protein 3 (tRNA carboxymethyluridine synthase) [EC:2.3.1.311]	241.969117902214	-6.90559678795	0.829396522585614	-8.32604984455691	8.35846215836086e-17	4.32757994397783e-15
K00192  cdhA; anaerobic carbon-monoxide dehydrogenase, CODH/ACS complex subunit alpha [EC:1.2.7.4]	117.569585113196	-7.32992200442449	0.881867776449388	-8.31181521785105	9.42491066496592e-17	4.84762839333576e-15
