anno_names	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
K21619  uxaE; tagaturonate epimerase [EC:5.1.2.7]	415.468309551442	-1.80156066105092	0.369796702356325	-4.87175967111515	1.1060866522632e-06	0.000261663232370397
K15764  tmoE, tbuA2, touE; toluene monooxygenase system protein E [EC:1.14.13.236 1.14.13.-]	36.5427881800946	3.30264108364112	0.682377812113124	4.83990104164409	1.29903796974827e-06	0.000297395886171081
K01051  E3.1.1.11; pectinesterase [EC:3.1.1.11]	638.576018211829	-1.63338277108334	0.337977404775422	-4.83281647827517	1.34614872130298e-06	0.000298550546096476
K04038  chlN; light-independent protochlorophyllide reductase subunit N [EC:1.3.7.7]	15.2620231166204	6.86873254520411	1.43991815975072	4.77022426496325	1.84020925890688e-06	0.000395756518498851
K02658  pilH; twitching motility two-component system response regulator PilH	163.279545031789	1.58896674489071	0.335135893567198	4.74126100901248	2.1239209683568e-06	0.000443337268012594
K19117  csd1, cas8c; CRISPR-associated protein Csd1	133.412608506799	-1.49316561501182	0.318068962417108	-4.69447129850325	2.672971350561e-06	0.000542002219283754
K08928  pufL; photosynthetic reaction center L subunit	11.3379747145735	6.04626523691863	1.29161438963057	4.68116899707815	2.85243668075182e-06	0.000562326197869325
K00848  rhaB; rhamnulokinase [EC:2.7.1.5]	1052.61863543371	-0.800405586833467	0.172800550211449	-4.63196202705398	3.62216599453369e-06	0.000694770596302854
K09698  gltX; nondiscriminating glutamyl-tRNA synthetase [EC:6.1.1.24]	339.044866568863	-2.48064645943079	0.542361386088784	-4.57378884828041	4.78982566207446e-06	0.000894562966414274
K11442  K11442; putative uridylyltransferase [EC:2.7.7.-]	35.355997514126	-2.98728468317456	0.655776089933926	-4.55534248507833	5.23002945164e-06	0.000951731256879207
K03427  hsdM; type I restriction enzyme M protein [EC:2.1.1.72]	2620.04173945221	-1.14415539893693	0.252491039390171	-4.5314693214474	5.85748445835759e-06	0.00101757217950568
K09957  K09957; uncharacterized protein	22.1160104766231	2.78241376900099	0.614123249359807	4.53070905864827	5.87860495416838e-06	0.00101757217950568
K10217  dmpC, xylG, praB; aminomuconate-semialdehyde/2-hydroxymuconate-6-semialdehyde dehydrogenase [EC:1.2.1.32 1.2.1.85]	741.985481200986	1.77663880175873	0.393662214684815	4.5131047265514	6.38854560982095e-06	0.00107951209983093
K13929  mdcA; malonate decarboxylase alpha subunit [EC:2.3.1.187]	157.452104728905	2.93257649856601	0.651094831181703	4.50406969633523	6.66643270245109e-06	0.00110027146254175
K14818  SQT1; ribosome assembly protein SQT1	17.1634914002339	2.51628407231312	0.565649574235787	4.44848575323813	8.6477783907477e-06	0.00136954217386324
K15836  fhlA; formate hydrogenlyase transcriptional activator	1906.26184942596	1.37776095612445	0.309776898522912	4.44759103307553	8.68386611580185e-06	0.00136954217386324
K02172  blaR1; bla regulator protein blaR1	845.329948087905	-0.999649288566878	0.226105078327581	-4.42117132423973	9.8167298580949e-06	0.00151455069136738
K11741  sugE; quaternary ammonium compound-resistance protein SugE	25.7279937398977	2.17195289583436	0.492393745126222	4.41100829840476	1.02890374419725e-05	0.00155364465373785
K13933  mdcE; malonate decarboxylase gamma subunit [EC:4.1.1.87]	52.1305186856748	3.01874573108732	0.685665849029825	4.40264851364358	1.06937338688909e-05	0.00157515238866111
K21779  pigB; 2-methyl-3-n-amyl-dihydropyrrolel dehydrogenase	119.456079061339	3.64280832028175	0.828100247876175	4.39899436043455	1.08753652309982e-05	0.00157515238866111
K03169  topB; DNA topoisomerase III [EC:5.6.2.1]	830.033514626827	-0.871160253062991	0.19831522693513	-4.39280566866381	1.11897141879689e-05	0.0015882680318403
K12266  norR; anaerobic nitric oxide reductase transcription regulator	654.926439178312	1.5373124344826	0.350415002094514	4.38711934504434	1.14861771647027e-05	0.00159838037917441
K18195  RGL4, rhiE; rhamnogalacturonan endolyase [EC:4.2.2.23]	351.39814433848	-2.20483885092215	0.504719639872709	-4.36844274868759	1.25135610745591e-05	0.00170786044127203
K02388  flgC; flagellar basal-body rod protein FlgC	425.430514377961	1.08304402916956	0.248324952533039	4.36139831346775	1.29233855194964e-05	0.00173051447229936
K19640  hypX, hoxX; putative two-component system protein, hydrogenase maturation factor HypX/HoxX	130.090427839031	2.13295404254314	0.49004081633244	4.35260486770587	1.34529486362801e-05	0.00176806623095704
K02450  gspA; general secretion pathway protein A	1243.4029171955	0.557848290679769	0.128804250520587	4.33097734294572	1.48448957969329e-05	0.00191553137219696
K11004  hlyB, cyaB; ATP-binding cassette, subfamily B, bacterial HlyB/CyaB	134.24495488635	1.32974937281666	0.308059548965828	4.31653353152239	1.58498613268881e-05	0.00200868688994508
K19969  acbC, salQ, valA, cetA; 2-epi-5-epi-valiolone synthase [EC:4.2.3.152]	28.7641326521548	2.46254737852617	0.571407996583736	4.30961308425669	1.63540416828091e-05	0.00203622164601572
K07322  ytfE, scdA; regulator of cell morphogenesis and NO signaling	322.845199688467	-2.30384166939887	0.535743381772762	-4.30027089046908	1.70589454619133e-05	0.00208736786108963
K08289  purT; phosphoribosylglycinamide formyltransferase 2 [EC:6.3.1.21]	19.3606886552026	2.54155734334654	0.59483291644721	4.27272478215669	1.93098734314829e-05	0.00232274867361413
K13060  lasI; acyl homoserine lactone synthase [EC:2.3.1.184]	23.8894065221547	1.88125801298893	0.440746145579602	4.26834819057801	1.96925775924308e-05	0.00232930371955802
K00384  trxB, TRR; thioredoxin reductase (NADPH) [EC:1.8.1.9]	3740.64483871413	0.39987572009523	0.0939259596473258	4.25735038105213	2.06864013114639e-05	0.00233865149068658
K07032  K07032; uncharacterized protein	115.378681467189	1.17324341278763	0.275632213072028	4.25655404972943	2.07601865454776e-05	0.00233865149068658
K11473  glcF; glycolate dehydrogenase iron-sulfur subunit [EC:1.1.99.14]	719.310829805451	0.50404138572454	0.118351672949918	4.25884462096139	2.05486236426101e-05	0.00233865149068658
K05829  lysY, argC; [amino group carrier protein]-6-phospho-L-2-aminoadipate/5-phospho-L-glutamate reductase [EC:1.2.1.103 1.2.1.106]	94.1461329988114	-1.91191960211411	0.451452987167752	-4.23503588736622	2.28515208304531e-05	0.00253401942708946
K12146  hyfR; hydrogenase-4 transcriptional activator	536.136314896434	1.56281265612071	0.371426115211942	4.20760036011185	2.58096788860176e-05	0.00281801986237026
K08252  E2.7.10.1; receptor protein-tyrosine kinase [EC:2.7.10.1]	1193.53310148158	0.928560491393236	0.221207672699014	4.19768663565609	2.69655405309514e-05	0.00289961274466912
K11337  bchC; bacteriochlorophyllide a dehydrogenase [EC:1.1.1.396]	20.3769076074632	3.27575502115419	0.783685222597794	4.17993720781869	2.91589600135239e-05	0.00304325204729381
K21159  sgcF, ncsF2, kedF; epoxide hydrolase	203.590684378927	2.77646015506929	0.664050328727654	4.18109898445362	2.90103530828246e-05	0.00304325204729381
K12070  traI; conjugal transfer pilus assembly protein TraI	15.6352182053113	3.66091923516682	0.877041479314731	4.17416886374319	2.99075871371771e-05	0.00307614704221081
K01815  kduI; 4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase [EC:5.3.1.17]	217.231524408726	-1.44218516497611	0.346378167124367	-4.16361451689966	3.13248802375875e-05	0.00311559749966492
K02806  ptsN; nitrogen PTS system EIIA component [EC:2.7.1.-]	416.809723159108	-1.09288192009698	0.262325099746615	-4.1661355362206	3.09806554649737e-05	0.00311559749966492
K07408  CYP1A1; cytochrome P450 family 1 subfamily A1 [EC:1.14.14.1]	8.44920031434523	4.33146508292379	1.04082735652909	4.16155960520501	3.16081471010109e-05	0.00311559749966492
K03557  fis; Fis family transcriptional regulator, factor for inversion stimulation protein	380.022772630929	2.29955429655738	0.553005125436495	4.15828749280092	3.20642325973314e-05	0.00311725833894878
K09924  K09924; uncharacterized protein	195.498552497758	1.09106768788457	0.262891053940699	4.15026556259568	3.3208975246433e-05	0.00318492023410723
K00371  narH, narY, nxrB; nitrate reductase / nitrite oxidoreductase, beta subunit [EC:1.7.5.1 1.7.99.-]	138.519848250765	-2.32891079205486	0.562168392476211	-4.14272809219421	3.43198757211038e-05	0.00322361736357319
K05595  marC; multiple antibiotic resistance protein	720.006842115856	0.484990233451939	0.117108112639081	4.1413888630128	3.45209130099426e-05	0.00322361736357319
K04088  hflK; modulator of FtsH protease HflK	277.643795407481	-0.649398550282734	0.157186543517724	-4.13138768592814	3.60579858901615e-05	0.0032392851374997
K09701  K09701; uncharacterized protein	108.641436781024	1.4815113571494	0.358415389412147	4.13350375266893	3.5727445967114e-05	0.0032392851374997
K11936  pgaC, icaA; poly-beta-1,6-N-acetyl-D-glucosamine synthase [EC:2.4.1.-]	395.702942261418	1.35279511362362	0.327085891359611	4.13590175962774	3.53563437362423e-05	0.0032392851374997
K01449  cwlJ, sleB; N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]	60.7633530669761	1.90615203778629	0.461831446214704	4.12737602302664	3.66926136125039e-05	0.00325509348509925
K07079  K07079; uncharacterized protein	1256.00108769287	-1.86333644603725	0.452162556734907	-4.12094371434139	3.7732360946735e-05	0.00328663681916169
K07504  K07504; predicted type IV restriction endonuclease	100.63878307268	-1.49784262569097	0.363600755821295	-4.11947060535578	3.79743862436605e-05	0.00328663681916169
K08994  yneE, BEST; ion channel-forming bestrophin family protein	14.7854350393056	3.03279544724217	0.73711755401843	4.11439862028621	3.88190116906324e-05	0.00331925934901709
K01239  E3.2.2.1; purine nucleosidase [EC:3.2.2.1]	497.987710975469	0.819138217928868	0.199536861142732	4.10519747197448	4.03969644461546e-05	0.00341306257945666
K00373  narJ, narW; nitrate reductase molybdenum cofactor assembly chaperone NarJ/NarW	62.8932382855613	-2.17044746280155	0.530139730576259	-4.0941045117337	4.23803128681299e-05	0.0035385068285308
K06876  phrB; (6-4)DNA photolyase [EC:4.1.99.13]	10.1382149767116	5.16687556483182	1.26470944563598	4.08542498252125	4.3996213930659e-05	0.0036307108170452
K00154  E1.2.1.68; coniferyl-aldehyde dehydrogenase [EC:1.2.1.68]	254.946399721957	1.32669506178191	0.325959637025973	4.07012068698617	4.69887892763289e-05	0.003802999053317
K03184  ubiF; 3-demethoxyubiquinol 3-hydroxylase [EC:1.14.99.60]	10.6789542241465	5.67944244784048	1.39568229518944	4.06929461483895	4.7155687852881e-05	0.003802999053317
K07304  msrA; peptide-methionine (S)-S-oxide reductase [EC:1.8.4.11]	937.672951312211	0.348003644037447	0.0858288019033395	4.05462544414133	5.021469777719e-05	0.00400419899016536
K01190  lacZ; beta-galactosidase [EC:3.2.1.23]	7415.46273568866	-1.00260259954073	0.248109161880429	-4.0409737066619	5.32297269042381e-05	0.00413584712404049
K13541  cbiGH-cobJ; cobalt-precorrin 5A hydrolase / cobalt-factor III methyltransferase / precorrin-3B C17-methyltransferase [EC:3.7.1.12 2.1.1.272 2.1.1.131]	159.858038863112	2.27633029982584	0.563070576053208	4.0427086703439	5.28372539953451e-05	0.00413584712404049
K17067  mdo; formaldehyde dismutase / methanol dehydrogenase [EC:1.2.98.1 1.1.99.37]	29.8962732405883	3.96815566600225	0.982390107013625	4.03928707920836	5.36139122744434e-05	0.00413584712404049
K07044  K07044; uncharacterized protein	26.0094480691801	3.65590024769091	0.906718339137601	4.03201312898129	5.53010969192748e-05	0.00422012779393649
K04561  norB; nitric oxide reductase subunit B [EC:1.7.2.5]	724.609612481647	-2.35215242798253	0.585748945500796	-4.01563237296401	5.92866106805211e-05	0.0043417043804191
K11009  ymt; murine toxin	19.5012562634303	4.25347996293095	1.0585079066754	4.01837334998324	5.86012930792912e-05	0.0043417043804191
K13283  fieF; ferrous-iron efflux pump FieF	217.19789038858	-1.31110513700898	0.326449217652774	-4.0162606191433	5.91288651544029e-05	0.0043417043804191
K20265  gadC; glutamate:GABA antiporter	1019.57187798405	0.824677697994784	0.205377956020747	4.01541486717043	5.93413167395594e-05	0.0043417043804191
K11105  cvrA, nhaP2; potassium/hydrogen antiporter	271.120007020914	1.22984772431726	0.306947322955462	4.00670614252501	6.15713885257451e-05	0.00441386004411326
K15519  dck; deoxyadenosine/deoxycytidine kinase [EC:2.7.1.76 2.7.1.74]	60.6548730186481	-2.04732905558195	0.51081645680674	-4.00795438028835	6.1246947092028e-05	0.00441386004411326
K00370  narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]	356.148893543865	-2.38404466356699	0.595525364118611	-4.0032630131471	6.24747806098651e-05	0.00443383517988213
K12071  traD; conjugal transfer pilus assembly protein TraD	22.1736978797695	2.37480752060403	0.594764042448771	3.99285658027752	6.52820566422962e-05	0.00458719560386511
K00222  TM7SF2, ERG24; Delta14-sterol reductase [EC:1.3.1.70]	10.4059813065169	3.62631489003098	0.909126084291239	3.98879204181902	6.64106082602087e-05	0.00462074594924217
K01560  E3.8.1.2; 2-haloacid dehalogenase [EC:3.8.1.2]	805.125121984379	0.882816049718255	0.222059167913135	3.97558929007423	7.02051963296525e-05	0.00479082959953407
K03583  recC; exodeoxyribonuclease V gamma subunit [EC:3.1.11.5]	355.709118482812	-1.20772907508601	0.303677159044468	-3.97701650952669	6.97853216859099e-05	0.00479082959953407
K17234  araN; arabinooligosaccharide transport system substrate-binding protein	45.6991862765782	-2.35171259631428	0.591877457888668	-3.97330995625895	7.08807149476066e-05	0.00479086127603013
K15762  tmoC, tbuB, touC; toluene monooxygenase system ferredoxin subunit	48.7423953613575	2.07372538722221	0.522218219082045	3.97099394744864	7.15733978399341e-05	0.00479204155160389
K19170  dndC; DNA sulfur modification protein DndC	51.0801069299736	-1.81242207821524	0.45679600537387	-3.96768372948411	7.25745578056559e-05	0.00481366015651159
K00624  E2.3.1.7; carnitine O-acetyltransferase [EC:2.3.1.7]	16.4527832296406	4.95357725919333	1.25131089847396	3.9587102335914	7.5355593594316e-05	0.00495183933091538
K00374  narI, narV; nitrate reductase gamma subunit [EC:1.7.5.1 1.7.99.-]	120.810298079374	-1.7369466205333	0.441499951892496	-3.9341943596774	8.34762162471234e-05	0.00543514409821867
K06954  K06954; uncharacterized protein	158.092122691075	1.86010068579985	0.473922354825539	3.92490598272073	8.67636176106396e-05	0.00559783085620645
K19956  sorE; L-sorbose 1-phosphate reductase [EC:1.1.1.-]	259.425862123822	-1.89173274816021	0.482529649705381	-3.92044872126562	8.83842421388208e-05	0.00565101771584875
K17235  araP; arabinooligosaccharide transport system permease protein	89.3674596345918	-2.80662913976733	0.716760390137592	-3.91571462149096	9.01368185200814e-05	0.00571161608068766
K15920  XYL4; xylan 1,4-beta-xylosidase [EC:3.2.1.37]	13.8077652676543	3.88953397104763	0.9940788914923	3.91270150119444	9.12693248358838e-05	0.00573219821557759
K05605  HIBCH; 3-hydroxyisobutyryl-CoA hydrolase [EC:3.1.2.4]	30.9462771303154	2.00181242559946	0.512341353172185	3.90718495238604	9.3377676570326e-05	0.00578331956511297
K13069  E2.7.7.65; diguanylate cyclase [EC:2.7.7.65]	53.8099198986034	-2.36401682066089	0.605177737384635	-3.90631821797897	9.37130829911219e-05	0.00578331956511297
K00255  ACADL; long-chain-acyl-CoA dehydrogenase [EC:1.3.8.8]	57.4590297438896	2.57006708740026	0.658788306249514	3.90120325910407	9.57157401059159e-05	0.0058559879959628
K08221  yitG, ymfD, yfmO; MFS transporter, ACDE family, multidrug resistance protein	61.8590626863005	2.2302187897326	0.57363582575101	3.88786524414295	0.000101129742578652	0.00613434002633069
K15532  yteR, yesR; unsaturated rhamnogalacturonyl hydrolase [EC:3.2.1.172]	434.789625801957	-1.75928788915516	0.4529282608776	-3.88425285219858	0.000102645043840783	0.0061734904757461
K00874  kdgK; 2-dehydro-3-deoxygluconokinase [EC:2.7.1.45]	794.898088352073	-0.66888351868118	0.172735663926435	-3.8722954106689	0.000107815165713579	0.00642995152159053
K01607  pcaC; 4-carboxymuconolactone decarboxylase [EC:4.1.1.44]	776.071311921368	0.514208590110053	0.133063752512977	3.86437764153619	0.000111372801264709	0.00658677308813034
K12410  npdA; NAD-dependent deacetylase [EC:2.3.1.286]	541.622451091405	-0.823474777053859	0.21365922160308	-3.85415041239665	0.000116132187650671	0.00681148872526291
K00087  ygeS, xdhA; xanthine dehydrogenase molybdenum-binding subunit [EC:1.17.1.4]	321.633604396226	-1.10585594878668	0.288638888856148	-3.83127842949054	0.000127479144790255	0.0073520715799661
K07806  arnB, pmrH; UDP-4-amino-4-deoxy-L-arabinose-oxoglutarate aminotransferase [EC:2.6.1.87]	44.3855493369968	-1.62027773525996	0.422684077636734	-3.83330676735941	0.000126432123080998	0.0073520715799661
K12063  traC; conjugal transfer ATP-binding protein TraC	674.590678164042	0.807528492175938	0.210876045616755	3.8293988765492	0.000128456654349133	0.0073520715799661
K16874  hmfF; 2,5-furandicarboxylate decarboxylase 1	121.283179385739	-1.40886647642322	0.368214266473528	-3.82621371495529	0.000130129326105414	0.00738822261896101
K00953  FLAD1; FAD synthetase [EC:2.7.7.2]	23.5497347558292	4.38560174103716	1.14881447437735	3.81750216318796	0.00013480960561629	0.00745980996312306
K01908  ACSS3, prpE; propionyl-CoA synthetase [EC:6.2.1.17]	508.618698525833	1.29291606519697	0.338560473621585	3.81886299769916	0.000134068191547144	0.00745980996312306
K10539  araG; L-arabinose transport system ATP-binding protein [EC:7.5.2.12]	46.6547939390464	-1.58915131674724	0.416644943754972	-3.81416201148434	0.000136645807412427	0.00745980996312306
K11440  gbsB; choline dehydrogenase [EC:1.1.1.1]	33.802757857683	2.43458848345796	0.637408613235446	3.8195098605589	0.000133717114403522	0.00745980996312306
K18472  accD6; acetyl-CoA/propionyl-CoA carboxylase carboxyl transferase subunit [EC:6.4.1.2 6.4.1.3 2.1.3.15]	70.0188290279022	2.90497714682996	0.761346227004037	3.815579619093	0.000135863638013585	0.00745980996312306
K21329  calE10; aminosugar N-oxygenase [EC:1.14.15.-]	20.7304952736572	4.17626855883701	1.09649347144778	3.80874913310956	0.00013967157452103	0.00756678751431869
K07267  oprB; porin	327.074225527689	1.04816085940779	0.275417967292492	3.80570980793948	0.000141398092251037	0.00757319358486434
K19118  csd2, cas7; CRISPR-associated protein Csd2	60.0955031546571	-1.56244794112723	0.410652772203681	-3.80479092529361	0.00014192401673763	0.00757319358486434
K17285  SELENBP1; methanethiol oxidase [EC:1.8.3.4]	261.350263819526	1.92876937579427	0.507739299608732	3.79873958403574	0.000145433802047676	0.00765726785058262
K19049  cslA; chondroitin AC lyase [EC:4.2.2.5]	74.7397961322596	-1.96323832617621	0.516864922641942	-3.79835860429677	0.000145657483419565	0.00765726785058262
K16923  qrtT; energy-coupling factor transport system substrate-specific component	633.126885449643	1.67648224880429	0.441629506825304	3.79612825432757	0.00014697348283274	0.00766963829164673
K06988  fno; 8-hydroxy-5-deazaflavin:NADPH oxidoreductase [EC:1.5.1.40]	835.979689676486	0.51075703701378	0.134832287835937	3.78809145206575	0.000151808973670279	0.00780716149375341
K12052  comB6; ComB6 competence protein	73.9373298426	1.74084934851063	0.459412644621475	3.78929350093307	0.000151076335348059	0.00780716149375341
K00958  sat, met3; sulfate adenylyltransferase [EC:2.7.7.4]	448.214098896991	1.27490925554154	0.337060627458396	3.78243304522093	0.000155302874882834	0.00792938491398181
K06023  hprK, ptsK; HPr kinase/phosphorylase [EC:2.7.11.- 2.7.4.-]	186.402094168994	-1.06778135686837	0.282663276908031	-3.77757368607805	0.000158363658123131	0.00802790629785616
K01042  selA; L-seryl-tRNA(Ser) seleniumtransferase [EC:2.9.1.1]	894.345656164104	0.665130337560497	0.176720132087236	3.76374966284069	0.000167384451916496	0.00836568630458714
K17752  rsbT; serine/threonine-protein kinase RsbT [EC:2.7.11.1]	226.117226941441	1.15199629597547	0.305945229680072	3.76536773323812	0.000166304141314347	0.00836568630458714
K14657  nodD; LysR family transcriptional regulator, nod-box dependent transcriptional activator	13.6254932716671	3.71653014157195	0.988360148898669	3.76029946746971	0.000169710072437858	0.0084226040845558
K03086  rpoD; RNA polymerase primary sigma factor	3632.36533619808	-0.539537746261378	0.143768472117896	-3.75282381674708	0.000174853748138388	0.00861761840651484
K02622  parE; topoisomerase IV subunit B [EC:5.6.2.2]	488.917179743901	-0.685658324132019	0.183100046142217	-3.74471955948857	0.000180595386360548	0.00883921004828144
K01209  abfA; alpha-L-arabinofuranosidase [EC:3.2.1.55]	3015.65111021104	-0.65548238062465	0.175596270918507	-3.73289465201032	0.00018929177955128	0.00920139561284542
K16710  wcaK, amsJ; colanic acid/amylovoran biosynthesis protein WcaK/AmsJ	66.1211773050221	-1.74701891369392	0.46852537764662	-3.7287604835177	0.000192423937396695	0.00929001825649212
K03324  yjbB; phosphate:Na+ symporter	245.44681376745	-0.656822816475098	0.176636068991928	-3.71850902380031	0.000200402134658346	0.00960982398425868
K00505  TYR; tyrosinase [EC:1.14.18.1]	186.532875361229	1.09936575632526	0.2963209674329	3.71005050992285	0.000207217900754371	0.00986996940707227
K00260  gudB, rocG; glutamate dehydrogenase [EC:1.4.1.2]	170.722389581586	-1.45443848284937	0.392877668962461	-3.7020136234527	0.000213895129964325	0.0101200915823788
K21900  cysL; LysR family transcriptional regulator, transcriptional activator of the cysJI operon	15.1582448089943	-2.8418029906404	0.768762364922038	-3.69659483906785	0.00021851065235265	0.0102700006605746
K22024  pdxA2; 4-phospho-D-threonate 3-dehydrogenase / 4-phospho-D-erythronate 3-dehydrogenase [EC:1.1.1.408 1.1.1.409]	275.382544005244	-1.34974984589487	0.366305611002129	-3.68476432070548	0.000228914358899822	0.010688192138895
K01822  E5.3.3.1; steroid Delta-isomerase [EC:5.3.3.1]	72.1190238108336	1.64426188026718	0.447434028293816	3.67486998370952	0.000237970567154649	0.0109667345136139
K07020  K07020; uncharacterized protein	278.560123646159	1.088084984939	0.295996940832496	3.67600077851732	0.000236918798975896	0.0109667345136139
K00544  BHMT; betaine-homocysteine S-methyltransferase [EC:2.1.1.5]	169.14789395142	1.61564834150502	0.440120238874267	3.67092489460948	0.00024167435399404	0.0109683492227707
K01811  xylS, yicI; alpha-D-xyloside xylohydrolase [EC:3.2.1.177]	3432.54174268245	-0.768900090205891	0.209447346041251	-3.67109015577813	0.000241518121869622	0.0109683492227707
K21022  roeA; diguanylate cyclase [EC:2.7.7.65]	84.1009642931281	1.78530073949363	0.486686044132421	3.66828011819438	0.000244187569000673	0.0109683492227707
K21460  sfmM2; L-tyrosine C(3)-methyltransferase [EC:2.1.1.304]	18.2480431381274	-2.90731514961512	0.792467806687941	-3.66868549747911	0.000243800770421499	0.0109683492227707
K07662  cpxR; two-component system, OmpR family, response regulator CpxR	416.084556150987	0.803957464780641	0.219381305281928	3.66465804252314	0.000247669267401496	0.011054772268858
